Variable Name,context,Item_content,Responses,Domain,Sub-Domain,min_response,max_response,order
PAINBE6,In the past 7 days,When I was in pain I would lie down,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE7,In the past 7 days,When I was in pain I rubbed the site of pain,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE8,In the past 7 days,When I was in pain I moved extremely slowly,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE9,In the past 7 days,When I was in pain I became angry,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE10,In the past 7 days,I had minor aches and pains,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE11,In the past 7 days,When I was in pain I clenched my teeth,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE12,In the past 7 days,When I was in pain I clutched the part that hurt,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE13,In the past 7 days,When I was in pain I tried to stay very still,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE14,In the past 7 days,I had soreness after moderate physical activity,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE15,In the past 7 days,When I was in pain I walked carefully to keep from making my pain worse,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE16,In the past 7 days,When I was in pain I appeared upset or sad,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE17,In the past 7 days,When I was in pain I gasped,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE18,In the past 7 days,When I was in pain I asked for help doing things that needed to be done,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE19,In the past 7 days,When I was in pain I tried to get relief by changing my posture,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE20,In the past 7 days,When I was in pain I gave a detailed description of the pain to others,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE21,In the past 7 days,"When I was in pain it showed on my face (squinching eyes, opening eyes wide, frowning)",1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE22,In the past 7 days,Pain caused me to bend over while walking,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE23,In the past 7 days,When I was in pain I asked one or more people to leave me alone,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE24,In the past 7 days,When I was in pain I moved stiffly,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE25,In the past 7 days,When I was in pain I called out for someone to help me,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE26,In the past 7 days,Pain caused me to curl up in a ball,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE27,In the past 7 days,I had pain so bad it made me cry,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE28,In the past 7 days,When I was in pain I squirmed,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE29,In the past 7 days,When I was in pain I used a cane or something else for support,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE30,In the past 7 days,When I was in pain I talked about the pain with one or more people,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE31,In the past 7 days,I limped because of pain,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE32,In the past 7 days,When I was in pain I became quiet and withdrawn,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE33,In the past 7 days,When I was in pain I frowned,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE34,In the past 7 days,When I was in pain I asked for help when walking or changing positions,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE35,In the past 7 days,When I was in pain I groaned,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE36,In the past 7 days,When I was in pain I walked in a way that protected me from the pain,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE37,In the past 7 days,When I was in pain I isolated myself from others,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE38,In the past 7 days,When I was in pain I drew my knees up,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE39,In the past 7 days,"When I was in pain I moaned, whined or whimpered",1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE40,In the past 7 days,When I was in pain I flung my arms or limbs around,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE41,In the past 7 days,When I was in pain I screamed,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE42,In the past 7 days,When I was in pain my upper body would tense up,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE43,In the past 7 days,When I was in pain I walked carefully,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE44,In the past 7 days,When I was in pain I bit or pursed my lips,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE45,In the past 7 days,When I was in pain I thrashed,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE46,In the past 7 days,When I was in pain I protected the part of my body that hurt,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE47,In the past 7 days,When I was in pain my body became stiff,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE48,In the past 7 days,When I was in pain I clenched my jaw or gritted my teeth,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE49,In the past 7 days,When I was in pain I winced,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE50,In the past 7 days,When I was in pain I moved my limbs protectively,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE51,In the past 7 days,When I was in pain I avoided physical contact with others,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE52,In the past 7 days,When I was in pain I shifted positions to make it better,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE53,In the past 7 days,When I was in pain I moved my arms or legs stiffly,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE54,In the past 7 days,When I was in pain I massaged the part of my body that hurt,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE55,In the past 7 days,I had soreness after minor physical activity,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE56,In the past 7 days,I had soreness after strenuous physical activity,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAININ1,In the past 7 days,How difficult was it for you to take in new information because of pain?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ2,In the past 7 days,Overall how much did pain interfere with your daily activities?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ3,In the past 7 days,How much did pain interfere with your enjoyment of life?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ4,In the past 7 days,How much did you worry about pain?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ5,In the past 7 days,How much did pain interfere with your ability to participate in leisure activities?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ6,In the past 7 days,How much did pain interfere with your close personal relationships?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ7,In the past 7 days,How much did pain interfere with your sleep?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ8,In the past 7 days,How much did pain interfere with your ability to concentrate?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ9,In the past 7 days,How much did pain interfere with your day to day activities?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ10,In the past 7 days,How much did pain interfere with your enjoyment of recreational activities?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ11,In the past 7 days,How often did you feel emotionally tense because of your pain?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ12,In the past 7 days,How much did pain interfere with the things you usually do for fun?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ13,In the past 7 days,How much did pain interfere with your family life?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ14,In the past 7 days,"How much did pain interfere with doing your tasks away from home (e.g., getting groceries, running errands)?",1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ15,In the past 7 days,How much did pain interfere with your ability to pay attention?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ16,In the past 7 days,How often did pain make you feel depressed?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items,1,5,0.0
PAININ17,In the past 7 days,How much did pain interfere with your relationships with other people?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ18,In the past 7 days,How much did pain interfere with your ability to work (include work at home)?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ19,In the past 7 days,How much did pain make it difficult to fall asleep?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ20,In the past 7 days,How much did pain feel like a burden to you?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ21,In the past 7 days,How often did pain interfere with your sex life?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always 6 = Does not apply to me,Pain,Interference Items,1,6,0.0
PAININ22,In the past 7 days,How much did pain interfere with work around the home?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ23,In the past 7 days,How much did pain interfere with walking?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ24,In the past 7 days,How often was pain distressing to you?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items,1,5,0.0
PAININ25,In the past 7 days,How often did pain make it hard to stay asleep?,1 = Never 2 = 1 night 3 = 2-3 nights 4 = 4-5 nights 5 = 6-7 nights,Pain,Interference Items,1,5,0.0
PAININ26,In the past 7 days,How often did pain keep you from socializing with others?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items,1,5,0.0
PAININ27,In the past 7 days,How often did pain prevent you from standing for more than 10 minutes?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items,1,5,0.0
PAININ28,In the past 7 days,How often did you avoid trips that required sitting in a car/bus/train for more than two hours?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items,1,5,0.0
PAININ29,In the past 7 days,How often was your pain so severe you could think of nothing else?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items,1,5,0.0
PAININ30,In the past 7 days,How often did pain make it hard for you to walk more than 5 minutes at a time?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items,1,5,0.0
PAININ31,In the past 7 days,How much did pain interfere with your ability to participate in social activities?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ32,In the past 7 days,How often did pain make you feel discouraged?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items,1,5,0.0
PAININ33,In the past 7 days,How much did pain interfere with getting a good night's rest?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ34,In the past 7 days,How much did pain interfere with your household chores?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ35,In the past 7 days,How much did pain interfere with your ability to make trips from home that kept you gone for more than 2 hours?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ36,In the past 7 days,How much did pain interfere with your enjoyment of social activities?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items,1,5,0.0
PAININ37,In the past 7 days,How often did pain make you feel anxious?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items,1,5,0.0
PAININ38,In the past 7 days,How often did you avoid social activities because it might make you hurt more?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items,1,5,0.0
PAININ39,In the past 7 days,How often did pain make simple tasks hard to complete?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items,1,5,0.0
PAININ40,In the past 7 days,How often did pain prevent you from walking more than 1 mile?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items,1,5,0.0
PAININ41,In the past 7 days,How often did you avoid trips that required sitting in a car/bus/train for more than 30 minutes?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items,1,5,0.0
PAININ42,In the past 7 days,How often did pain prevent you from standing for more than one hour?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items,1,5,0.0
PAININ43,In the past 7 days,How often did pain interfere with your ability to get a good night's sleep?,1 = Never 2 = 1 night 3 = 2-3 nights 4 = 4-5 nights 5 = 6-7 nights,Pain,Interference Items,1,5,0.0
PAININ44,In the past 7 days,How often did you avoid trips that required sitting in a car/bus/train for more than one hour?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items,1,5,0.0
PAININ45,In the past 7 days,How often could you walk long distances without being bothered by pain?,5 = Never 4 = Rarely 3 = Sometimes 2 = Often 1 = Always,Pain,Interference Items,1,5,0.0
PAININ46,In the past 7 days,How often did pain make it difficult for you to plan social activities?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items,1,5,0.0
