Variable Name,context,Item_content,Responses,Domain,Sub-Domain
PAINBE38,In the past 7 days,When I was in pain I drew my knees up,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items
PAINBE39,In the past 7 days,"When I was in pain I moaned, whined or whimpered",1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items
PAINBE40,In the past 7 days,When I was in pain I flung my arms or limbs around,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items
PAINBE41,In the past 7 days,When I was in pain I screamed,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items
PAINBE42,In the past 7 days,When I was in pain my upper body would tense up,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items
PAINBE43,In the past 7 days,When I was in pain I walked carefully,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items
PAINBE44,In the past 7 days,When I was in pain I bit or pursed my lips,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items
PAINBE45,In the past 7 days,When I was in pain I thrashed,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items
PAINBE46,In the past 7 days,When I was in pain I protected the part of my body that hurt,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items
PAINBE47,In the past 7 days,When I was in pain my body became stiff,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items
PAINBE48,In the past 7 days,When I was in pain I clenched my jaw or gritted my teeth,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items
PAINBE49,In the past 7 days,When I was in pain I winced,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items
PAINBE50,In the past 7 days,When I was in pain I moved my limbs protectively,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items
PAINBE51,In the past 7 days,When I was in pain I avoided physical contact with others,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items
PAINBE52,In the past 7 days,When I was in pain I shifted positions to make it better,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items
PAINBE53,In the past 7 days,When I was in pain I moved my arms or legs stiffly,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items
PAINBE54,In the past 7 days,When I was in pain I massaged the part of my body that hurt,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items
PAINBE55,In the past 7 days,I had soreness after minor physical activity,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items
PAINBE56,In the past 7 days,I had soreness after strenuous physical activity,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items
PAININ1,In the past 7 days,How difficult was it for you to take in new information because of pain?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ2,In the past 7 days,Overall how much did pain interfere with your daily activities?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ3,In the past 7 days,How much did pain interfere with your enjoyment of life?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ4,In the past 7 days,How much did you worry about pain?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ5,In the past 7 days,How much did pain interfere with your ability to participate in leisure activities?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ6,In the past 7 days,How much did pain interfere with your close personal relationships?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ7,In the past 7 days,How much did pain interfere with your sleep?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ8,In the past 7 days,How much did pain interfere with your ability to concentrate?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ9,In the past 7 days,How much did pain interfere with your day to day activities?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ10,In the past 7 days,How much did pain interfere with your enjoyment of recreational activities?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ11,In the past 7 days,How often did you feel emotionally tense because of your pain?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ12,In the past 7 days,How much did pain interfere with the things you usually do for fun?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ13,In the past 7 days,How much did pain interfere with your family life?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ14,In the past 7 days,"How much did pain interfere with doing your tasks away from home (e.g., getting groceries, running errands)?",1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ15,In the past 7 days,How much did pain interfere with your ability to pay attention?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ16,In the past 7 days,How often did pain make you feel depressed?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items
PAININ17,In the past 7 days,How much did pain interfere with your relationships with other people?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ18,In the past 7 days,How much did pain interfere with your ability to work (include work at home)?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ19,In the past 7 days,How much did pain make it difficult to fall asleep?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ20,In the past 7 days,How much did pain feel like a burden to you?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ21,In the past 7 days,How often did pain interfere with your sex life?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always 6 = Does not apply to me,Pain,Interference Items
PAININ22,In the past 7 days,How much did pain interfere with work around the home?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ23,In the past 7 days,How much did pain interfere with walking?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ24,In the past 7 days,How often was pain distressing to you?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items
PAININ25,In the past 7 days,How often did pain make it hard to stay asleep?,1 = Never 2 = 1 night 3 = 2-3 nights 4 = 4-5 nights 5 = 6-7 nights,Pain,Interference Items
PAININ26,In the past 7 days,How often did pain keep you from socializing with others?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items
PAININ27,In the past 7 days,How often did pain prevent you from standing for more than 10 minutes?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items
PAININ28,In the past 7 days,How often did you avoid trips that required sitting in a car/bus/train for more than two hours?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items
PAININ29,In the past 7 days,How often was your pain so severe you could think of nothing else?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items
PAININ30,In the past 7 days,How often did pain make it hard for you to walk more than 5 minutes at a time?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items
PAININ31,In the past 7 days,How much did pain interfere with your ability to participate in social activities?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ32,In the past 7 days,How often did pain make you feel discouraged?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items
PAININ33,In the past 7 days,How much did pain interfere with getting a good night's rest?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ34,In the past 7 days,How much did pain interfere with your household chores?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ35,In the past 7 days,How much did pain interfere with your ability to make trips from home that kept you gone for more than 2 hours?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ36,In the past 7 days,How much did pain interfere with your enjoyment of social activities?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ37,In the past 7 days,How often did pain make you feel anxious?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items
PAININ38,In the past 7 days,How often did you avoid social activities because it might make you hurt more?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items
PAININ39,In the past 7 days,How often did pain make simple tasks hard to complete?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items
PAININ40,In the past 7 days,How often did pain prevent you from walking more than 1 mile?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items
PAININ41,In the past 7 days,How often did you avoid trips that required sitting in a car/bus/train for more than 30 minutes?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items
PAININ42,In the past 7 days,How often did pain prevent you from standing for more than one hour?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items
PAININ43,In the past 7 days,How often did pain interfere with your ability to get a good night's sleep?,1 = Never 2 = 1 night 3 = 2-3 nights 4 = 4-5 nights 5 = 6-7 nights,Pain,Interference Items
PAININ44,In the past 7 days,How often did you avoid trips that required sitting in a car/bus/train for more than one hour?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items
PAININ45,In the past 7 days,How often could you walk long distances without being bothered by pain?,5 = Never 4 = Rarely 3 = Sometimes 2 = Often 1 = Always,Pain,Interference Items
PAININ46,In the past 7 days,How often did pain make it difficult for you to plan social activities?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items
PAININ47,In the past 7 days,How often did pain prevent you from standing for more than 30 minutes?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items
PAININ48,In the past 7 days,How much did pain interfere with your ability to do household chores?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ49,In the past 7 days,How much did pain interfere with your ability to remember things?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAININ50,In the past 7 days,How often did pain prevent you from sitting for more than 30 minutes?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items
PAININ51,In the past 7 days,How often did pain prevent you from sitting for more than 10 minutes?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items
PAININ52,In the past 7 days,How often was it hard to plan social activities because you didn't know if you would be in pain?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items
PAININ53,In the past 7 days,How often did pain restrict your social life to your home?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items
PAININ54,In the past 7 days,How often did pain keep you from getting into a standing position?,1 = Never 2 = Once a week or less 3 = Once every few days 4 = Once a day 5 = Every few hours,Pain,Interference Items
PAININ55,In the past 7 days,How often did pain prevent you from sitting for more than one hour?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Interference Items
PAININ56,In the past 7 days,How irritable did you feel because of pain?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Pain,Interference Items
PAINQU1,In the past 7 days,How intense was your <U>dull</U> pain?,1 = Not sure if I had this type of pain 2 = Did not have this type of pain 3 = Mild 4 = Moderate 5 = Severe 6 = Very severe,Pain,Quality Items
PAINQU2,In the past 7 days,How intense was your <U>cool</U> pain?,1 = Not sure if I had this type of pain 2 = Did not have this type of pain 3 = Mild 4 = Moderate 5 = Severe 6 = Very severe,Pain,Quality Items
PAINQU3,In the past 7 days,How intense was your <U>cramping</U> pain?,1 = Not sure if I had this type of pain 2 = Did not have this type of pain 3 = Mild 4 = Moderate 5 = Severe 6 = Very severe,Pain,Quality Items
PAINQU4,In the past 7 days,How intense was your <U>cutting</U> pain?,1 = Not sure if I had this type of pain 2 = Did not have this type of pain 3 = Mild 4 = Moderate 5 = Severe 6 = Very severe,Pain,Quality Items
PAINQU5,In the past 7 days,How intense was your <U>lowest</U> level of pain?,1 = Had no pain 2 = Mild 3 = Moderate 4 = Severe 5 = Very severe,Pain,Quality Items
PAINQU6,In the past 7 days,How intense was your pain at its <U>worst</U>?,1 = Had no pain 2 = Mild 3 = Moderate 4 = Severe 5 = Very severe,Pain,Quality Items
PAINQU7,In the past 7 days,How often did you experience pain that was nearly unbearable?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Quality Items
PAINQU8,In the past 7 days,How intense was your <U>average</U> pain?,1 = Had no pain 2 = Mild 3 = Moderate 4 = Severe 5 = Very severe,Pain,Quality Items
PAINQU9,In the past 7 days,How often did you experience <U>freezing</U> pain?,1 = Never 2 = Rarely 3 = Sometimes  4 = Often  5 = Always,Pain,Quality Items
PAINQU10,In the past 7 days,How intense was your <U>stabbing</U> pain?,1 = Not sure if I had this type of pain 2 = Did not have this type of pain 3 = Mild 4 = Moderate 5 = Severe 6 = Very severe,Pain,Quality Items
PAINQU11,In the past 7 days,How intense was your <U>pulling</U> pain?,1 = Not sure if I had this type of pain 2 = Did not have this type of pain 3 = Mild 4 = Moderate 5 = Severe 6 = Very severe,Pain,Quality Items
PAINQU12,In the past 7 days,How intense was your <U>aching</U> pain?,1 = Not sure if I had this type of pain 2 = Did not have this type of pain 3 = Mild 4 = Moderate 5 = Severe 6 = Very severe,Pain,Quality Items
PAINQU13,In the past 7 days,How intense was your <U>itchy</U> pain?,1 = Not sure if I had this type of pain 2 = Did not have this type of pain 3 = Mild 4 = Moderate 5 = Severe 6 = Very severe,Pain,Quality Items
PAINQU14,In the past 7 days,On <U>average</U> how intense was your pain?,1 = Had no pain 2 = Mild 3 = Moderate 4 = Severe 5 = Very severe,Pain,Quality Items
PAINQU15, ,How intense is your pain <U>right now</U>?,1 = No pain 2 = Mild 3 = Moderate 4 = Severe 5 = Very severe,Pain,Quality Items
PAINQU16,In the past 7 days,How intense was your <U>cold</U> pain?,1 = Not sure if I had this type of pain 2 = Did not have this type of pain 3 = Mild 4 = Moderate 5 = Severe 6 = Very severe,Pain,Quality Items
PAINQU17,In the past 7 days,How intense was your <U>penetrating</U> pain?,1 = Not sure if I had this type of pain 2 = Did not have this type of pain 3 = Mild 4 = Moderate 5 = Severe 6 = Very severe,Pain,Quality Items
